sms_id,Texte_texte,Texte_profondeur_arbre_max,Texte_profondeur_arbre_moy,Texte_distance_dependance_max,Texte_distance_dependance_moy,Texte_distance_dependance_var,Texte_nb_dependances_moy_phrase,Texte_nb_dependances_var_phrase,Texte_nb_phrases,Texte_nb_tokens,divergence_score
11,C'est nécessairement dans une certaine normalisation du temps que s'exprime la violence des individus et des groupes.,6,6.0,14,3.2857142857142856,8.965986394557822,21.0,0.0,1,22,0.0
12,"Dès lors se pose le problème de la meilleure organisation du temps, celle qui encadrera le mieux l'expansion de la violence, qui, parce qu'elle est passion négatrice mue par la pulsion de mort, possède un lien substantiel avec la temporalité, la répétition propre au temps cyclique et le recommencement propre au temps linéaire.",10,10.0,59,4.096774193548387,69.70031217481791,62.0,0.0,1,63,0.0
13,"Cependant, parce qu'elle est cette passion, la violence pose aussi le problème de la prise de conscience qui lui est associée.",5,5.0,13,2.96,9.958399999999997,25.0,0.0,1,26,0.0
14,"Avant de poser l'organisation du temps, il convient de prendre conscience de la pulsion de mort qui détermine la passion violente, et du caractère temporalisé de cette pulsion.",8,8.0,22,2.96875,16.4052734375,32.0,0.0,1,33,0.0
15,Comment la violence peut-elle être constituée en problème politique alors que sa productivité semble au contraire être ce qui détermine le politique à son insu ?,6,6.0,24,3.185185185185185,22.74348422496571,27.0,0.0,1,28,0.0
16,"Comment renverser cette logique inconsciente pour dépasser le Topos selon lequel se serait l’expression de la violence (essentiellement dans les guerres entre Etats ou groupes sociaux) qui ferait l'Histoire, et reconnaître au contraire que ce serait la manière dont on conçoit l'Histoire qui déterminerait l’expression de la violence ?",10,10.0,58,4.0,58.50847457627118,59.0,0.0,1,60,0.0
17,"Dans un premier temps, nous verrons que la violence trouve dans l'Histoire des expressions ritualisées sous forme de jeux ou de sacrifices qui ne mettent pas cette passion au service d'un désir de domination et de conquête ; c'est ici la dimension anthropologique du problème, qui montre que la violence trouve une expression toujours socio-historiquement située et spécifique à cette situation.",9,9.0,65,4.014084507042254,78.12656219004165,71.0,0.0,1,72,0.0
18,"Dans un deuxième temps nous verrons que dans les sociétés occidentales, une certaine conception du temps dominée par l'idée de progrès induit la recherche d'une solution métaphysique au problème de la violence, qui ne constitue pas celui-ci comme un problème politique mais en fait une détermination ou essentialisation de la nature humaine.",9,9.0,55,4.116666666666666,59.30305555555556,60.0,0.0,1,61,0.0
19,"Enfin, nous verrons comment la violence peut se constituer en problème politique par le biais de la mémoire historique, d'une resaisie rétroactive des violences du passé, qui de fait permet la réintroduction du temps cyclique dans le temps linéaire de la temporalité occidentale.",8,8.0,45,3.5208333333333335,49.49956597222222,48.0,0.0,1,49,0.0
20,"Le problème de la violence dans l'Histoire nous apparaît au moment même où nous le posons ici, dans le contexte politique qui est celui de l'Occident, c'est-à-dire dans le cadre de l'Etat-nation.",9,9.0,38,3.8541666666666665,32.54123263888889,48.0,0.0,1,49,0.0
21,"Ainsi, Max Weber, dans La domination, définit cet État comme ce qui a le monopole de la violence physique légitime.",6,6.0,14,2.739130434782609,9.584120982986766,23.0,0.0,1,24,0.0
22,"Cette légitimité est autre que les trois catégories de légitimité que Weber établit (charismatique, liée à l'autorité d'un chef - traditionnelle, liée à l'autorité d'une coutume - légale liée à l'autorité de la loi) ; elle est fondée en droit (et donc a part à la légitimité légale) dans l'Etat de droit, mais appartient aussi aux Etats autoritaires et dictatoriaux, car elle est essentiellement fondée sur la force numérique, qui donne à l'Etat un pouvoir de réprimer toute violence (illégale, mafieuse, sectaire, factieuse, etc.) qui concurrence la sienne.",10,10.0,115,6.1440677966101696,161.2758546394714,118.0,0.0,1,119,0.0
23,"Les Etats-nations apparaissent alors comme avant tout des outils de domination au sein desquels la violence peut trouver un moyen d'expansion illimité: C'est l'exemple des Etats totalitaires nazi, nippon ou soviétique au XXe siècle, qui tous se sont engagés dans des guerres de conquête (l'Europe de l'Est pour le nazisme, l'Europe de l'Est pour l'URSS, la Mandchourie pour le Japon) uniquement motivées par la volonté de domination.",10,10.0,88,5.25,106.40489130434783,92.0,0.0,1,93,0.0
24,"On voit que ce qui détermine la légitimité de ce monopole de la violence physique est bien la force et non la légitimité légale, car le totalitarisme nazi émerge dans un Etat de droit qui est celui de la République de Weimar.",8,8.0,42,4.116279069767442,55.73066522444563,43.0,0.0,1,44,0.0
25,"En effet, l'article 48 de la Constitution de Weimar permit au chancelier Hindenburg de déclarer l'état d'urgence et de gouverner en dictateur sur une courte période ; article qui fut utilisé par Hitler pour lancer sa politique fasciste lorsqu'il remplaça Hindenburg en 1933 (cf.",9,9.0,42,3.7962962962962963,38.23628257887517,54.0,0.0,1,55,0.0
26,"Agamben, Homo Sacer 2, L'Etat d'exception).",4,4.0,13,3.3076923076923075,11.136094674556213,13.0,0.0,1,14,0.0
27,Cet exemple montre que la violence et le droit ne sont pas antinomiques.,5,5.0,11,4.0,13.384615384615385,13.0,0.0,1,14,0.0
28,"En effet, ce n'est pas tant le rapport de la violence à la norme qui est substantiel, que le rapport de la violence à une norme spécifique qui est celle de la répétition et de l'organisation du temps social.",9,9.0,35,3.533333333333333,26.871111111111116,45.0,0.0,1,46,0.0
29,"Il faut pour démontrer cela, faire retour à la pulsion de mort telle qu'elle est découverte par la psychanalyse freudienne (Deuil et mélancolie) - la pulsion de mort est un désir de néantisation des excitations psychiques qui sont associées aux phénomènes de répétition.",10,10.0,47,3.75,62.395833333333336,48.0,0.0,1,49,0.0
30,"Or tout est répétition dans l'existence : le sommeil, le réveil, la satisfaction des besoins vitaux tels que l'alimentation, les activités de travail ou de loisir, etc.",8,8.0,32,3.342857142857143,27.88244897959184,35.0,0.0,1,36,0.0
31,"Tous ces comportements sont associés à des excitations psychiques toujours répétées, or ce sont ces excitations que refuse la pulsion de mort.",6,6.0,19,3.130434782608696,16.72211720226843,23.0,0.0,1,24,0.0
32,"En refusant la répétition, qui n'est pas répétition du même mais répétition de singularités (on ne rêve jamais exactement la même chose dans le sommeil, on peut ne pas manger le même repas, etc.).",8,8.0,41,3.9761904761904763,46.0232426303855,42.0,0.0,1,43,0.0
33,"La pulsion de mort recherche un recommencement perpétuel, elle veut faire table rase et repartir de zéro ; c'est l'élément destructif et négateur qui la caractérise, or cet élément réside dans la violence.",6,6.0,29,3.4871794871794872,25.070348454963835,39.0,0.0,1,40,0.0
34,"Cette dernière est par conséquent un refus de ce qui a été, un refus de la durée même et donc du temps.",6,6.0,17,3.0434782608695654,11.258979206049148,23.0,0.0,1,24,0.0
35,"Le temps est également aboli dans le sentiment que la répétition est une répétition du même, car la pulsion de mort ramène chaque répétition à la mêmeté d'une excitation psychique : tout se ramène alors à la forme de cette excitation vidée de contenu, contenu lui-même vidé de sens, étant donné que c'est par le sens que le contenu de cette excitation psychique peut lui-même se constituer comme un contenu.",10,10.0,77,5.580246913580247,93.23121475384849,81.0,0.0,1,82,0.0
36,"Ainsi, la pulsion de mort, en aliénant le sujet de son existence temporelle, détruit également l'identité du sujet ; ce qui fait qu'il demeure égal à lui-même dans le temps est brisé avec la répétition et le refus de la durée.",9,9.0,34,3.66,35.9044,50.0,0.0,1,51,0.0
37,"D'où que l'inscription au sein d'une constitution garantissant l'Etat de droit d'un article autorisant les pleins pouvoirs, même sur une courte durée et de manière exceptionnelle, présente un risque pour la paix au sein de ce même État, car c'est une autorisation à faire table rase, pour une période donnée, du respect du droit qui prévalait jusqu'alors ; elle représente donc une brèche pour la pulsion de mort, une brisure du temps démocratique qui peut ne pas se refermer si les circonstances sont défavorables.",9,9.0,72,6.721153846153846,155.10493713017752,104.0,0.0,1,105,0.0
38,"Ainsi, il apparaît qu'un Etat de droit où serait garantie la non brisure du temps, de la durée démocratique, pourrait fournir un cadre satisfaisant à la pulsion de mort qui fonde la violence.",8,8.0,35,4.657894736842105,55.64612188365651,38.0,0.0,1,39,0.0
39,On voit que cela n'est possible que si cependant existe une conscience de cette durée démocratique au niveau des législateurs.,7,7.0,21,3.3181818181818183,17.39876033057851,22.0,0.0,1,23,0.0
40,Il faudrait alors au législateur la conviction que la violence se fait par l'Histoire mais qu'au contraire c'est l'organisation et la compréhension sociale du temps qui détermine l'expansion de la violence.,8,8.0,40,4.170731707317073,41.01963117192148,41.0,0.0,1,42,0.0
41,C'est ce qu'enseigne un regard anthropologique sur les sociétés sans État comme celui de Pierre Clastres dans La société contre l'Etat (ch. 11).,6,4.0,26,3.193548387096774,25.446409989594173,15.5,182.25,2,33,0.0
42,"Clastres montre, à partir des Tupi-Guarani, que les sociétés sans Etat sont des sociétés sans domination.",5,5.0,19,3.95,23.247500000000002,20.0,0.0,1,21,0.0
43,"Cette dernière s'institue lorsqu'un guerrier impétueux et avide de gloire tente d'entraîner la population dans des guerres vaines et coûteuses ; la domination se constitue par l'absence de résistance à la démesure de ce chef, mais Clastres montre que souvent le chef n'est pas suivi par la population lorsque ses ambitions semblent exagérées ; ainsi ces sociétés restent sans État parce que la violence illimitée, la démesure, conserve son ridicule auprès de la population, et ne devient alors jamais légitime.",7,7.0,90,5.882978723404255,128.20971027614308,94.0,0.0,1,95,0.0
44,La cause en est que la guerre est davantage associée à un loisir des hommes qu'à une fonction - le combat est pour les hommes un loisir où ils font l'épreuve ludique de leur force.,6,6.0,30,4.3076923076923075,32.623274161735694,39.0,0.0,1,40,0.0
45,"C'est ici un exemple de violence encadrée, régulée par le jeu ou le rite, qui associe son expression à un plaisir immédiat et épisodique incompatible avec une institutionnalisation sur longue durée et dans une structure de type étatique de la domination.",9,9.0,40,3.4,36.373333333333335,45.0,0.0,1,46,0.0
46,D'où que ces sociétés sans Etat demeurent de petite taille car aucun esprit de conquête ne les anime.,7,7.0,20,3.75,20.1875,20.0,0.0,1,21,0.0
47,"Par ailleurs, ces sociétés ont une conception du temps cyclique proche des sociétés antiques gréco-romaines, car le temps social est organisé en fonction du cycle des saisons, les périodes de moisson sont les périodes de travail, mais celui-ci n'est pas rendu permanent comme dans une société productiviste, il reste occasionnel, le reste du temps étant occupé par les loisirs.",8,8.0,66,5.042253521126761,89.78694703431859,71.0,0.0,1,72,0.0
48,On ne peut faire ici l'économie d'une distinction fondamentale entre ce temps cyclique et le temps linéaire qui caractérise la conception occidentale et chrétienne du temps depuis saint Augustin.,11,11.0,31,2.9393939393939394,26.662993572084485,33.0,0.0,1,34,0.0
49,"En arrachant le temps à l'Histoire même, elle fait nécessairement s'inscrire la violence dans une autre dimension que la dimension ludique ou rituelle ; elle l'inscrit dans une perspective métaphysique qui pose le dépassement de la violence dans une idéologie du progrès, entendu comme un progrès de la culture et de la civilisation sur une nature humaine primitive et archaïque.",9,9.0,57,3.7941176470588234,58.192906574394456,68.0,0.0,1,69,0.0
50,L'Occident chrétien détermine une conception de l'histoire et du temps qui modifie profondément l'expression et la compréhension de la violence.,8,8.0,22,2.8076923076923075,15.924556213017754,26.0,0.0,1,27,0.0
51,"En posant le dogme chrétien de la chute comme fondateur, Augustin envisage un temps linéaire qui est celui de l'Histoire telle que pensée par l'Occident : en effet, dans la culture chrétienne l'homme vient au monde en ayant une fin prédéterminée qui est la fin eschatologique du rachat de son âme pécheresse dont tout homme hérite depuis la chute d'Adam et Eve du paradis.",10,10.0,62,3.918918918918919,62.0745069393718,74.0,0.0,1,75,0.0
52,"Ainsi le temps de l'existence du chrétien est marqué par un commencement et une fin, et entièrement tendu vers l'accomplissement de cette fin (le salut de l'âme dans l'au-delà, cf.",9,9.0,33,3.441860465116279,24.89778258518118,43.0,0.0,1,44,0.0
53,"Confessions, livre X).",3,3.0,5,2.2,2.16,5.0,0.0,1,6,0.0
54,Cette existence est envisagée comme un progrès continu vers cette fin.,4,4.0,8,2.3636363636363638,4.049586776859504,11.0,0.0,1,12,0.0
55,"Or c'est cette histoire individuelle que l'Occident chrétien projette dans sa conception de l'histoire collective, elle-même tendue vers le progrès, mais non plus un progrès eschatologique mais un progrès technologique et technique de maîtrise (de domination) de la nature.",12,12.0,46,3.549019607843137,40.28681276432141,51.0,0.0,1,52,0.0
56,"L'abolition du temps cyclique dans la théologie chrétienne semble alors fonctionner comme une destitution de la pulsion de mort dans l'Histoire, par glissement progressif du domaine existentiel, individuel, au domaine historique, collectif.",9,9.0,30,3.075,23.569375,40.0,0.0,1,41,0.0
57,"Ainsi, la violence est envisagée elle-même sur le mode d'une temporalité linéaire comme une chose à dépasser, à surmonter, tandis que la temporalité cyclique ne pouvait que l'intégrer au sein d'une pratique ludique ou rituelle, en permettant la gestion.",8,8.0,46,3.764705882352941,51.82698961937716,51.0,0.0,1,52,0.0
58,"Au contraire, dans la pensée chrétienne la violence doit tendre à sa suppression.",4,4.0,8,2.2857142857142856,4.061224489795919,14.0,0.0,1,15,0.0
59,"C'est ainsi que Kant l'envisage tant dans Idée d'une histoire universelle au point de vue cosmopolitique : le conflit, la guerre sont porteurs d'un enseignement, ils font prendre conscience aux hommes du caractère destructeur de la violence et les incite par le mal même, à rechercher une solution à cette violence, qui passe essentiellement par l'idée d'un droit international régulant les guerres, mais aussi par l'établissement d'un gouvernement mondial s'appuyant sur le commerce économique pour adoucir les moeurs.",10,10.0,93,4.7227722772277225,100.83403587883541,101.0,0.0,1,102,0.0
60,C'est ce qui mène Kant à défendre l'idée d'une paix perpétuelle (Vers la paix perpétuelle).,8,8.0,20,3.5217391304347827,25.466918714555767,23.0,0.0,1,24,0.0
61,"D'un tel point de vue téléologique, il y a une vertu à la violence car elle résulte d'une mise en compétition des hommes qui ne se fait pas pour le jeu cette fois ci mais parce qu'il y a de plus sérieux, soit le progrès de l'humanité vers la fin de la violence et de la guerre (une paix perpétuelle).",10,10.0,61,4.847222222222222,101.51832561728396,72.0,0.0,1,73,0.0
62,"Ainsi, les arbres dans une forêt poussent haut et droit lorsqu'ils sont les uns à côté des autres, en concurrence pour qu'ils puissent atteindre une place au soleil par leurs cimes tandis que l'arbre qui pousse seul restera rabougri, arbustif, et à l'ombre (Idée d'une histoire universelle, chap.5).",10,10.0,60,5.253731343283582,103.65203831588327,67.0,0.0,1,68,0.0
63,"Cependant, si la violence est une vertu dans cette compétition, comment justifier qu'il soit à la fin préférable de l'abolir ?",5,5.0,13,3.3076923076923075,9.674556213017754,26.0,0.0,1,27,0.0
64,Comment peut-on aboutir à une paix perpétuelle tandis que cette paix a besoin de se confronter aux effets de la violence et de la guerre pour se décider et s'établir ?,9,9.0,33,3.411764705882353,33.653979238754324,34.0,0.0,1,35,0.0
65,Il y a là une contradiction qui repose sur une métaphysique de la raison.,6,6.0,12,2.5,7.535714285714286,14.0,0.0,1,15,0.0
66,"En effet, l'homme de la philosophie kantienne de l'histoire est plongé dans la guerre et la violence comme dans l’expérience.",5,5.0,14,3.4074074074074074,11.796982167352537,27.0,0.0,1,28,0.0
67,"Or, sa raison exige toujours d’outrepasser l’expérience.",4,4.0,8,2.5833333333333335,3.909722222222222,12.0,0.0,1,13,0.0
68,"Dès lors, cet homme qui comment la violence par l’expérience ne peut que développer l’idée régulatrice d’une paix perpétuelle.",6,6.0,13,3.6153846153846154,12.775147928994084,26.0,0.0,1,27,0.0
69,"Mais celle-ci est une illusion de la raison dont aucune expérience n’est possible, mais si Kant la croit néanmoins utile, c’est parce qu’il envisage encore la raison comme un contenu de vérité (critique que formule Deleuze à son encontre dans Différence et répétition).",10,10.0,49,5.236363636363636,90.39867768595042,55.0,0.0,1,56,0.0
70,"Contre cette illusion d'un contenu de vérité permanent, il faut reconnaître l'importance du hasard qui détermine la vérité comme une rencontre contingente.",7,7.0,15,2.888888888888889,10.172839506172838,27.0,0.0,1,28,0.0
71,"C'est ce à quoi invite Simone Weil dans La pesanteur et la grâce (23, Hasard).",6,6.0,17,3.5,20.25,20.0,0.0,1,21,0.0
72,"L'idée de progrès est dépendante de la volonté qu'ont les hommes de croire que les bonnes choses durent toujours, qu'elles ne durent que le temps d'une rencontre.",8,8.0,30,3.2222222222222223,23.117283950617285,36.0,0.0,1,37,0.0
73,"Le cours naturel des événements est celui du hasard de la rencontre, et l'idéologie du progrès fait violence à cela.",5,5.0,18,4.217391304347826,25.126654064272213,23.0,0.0,1,24,0.0
74,Car les choses durent le temps d'une rencontre signifie qu'elles ne durent pas toujours.,4,4.0,15,3.611111111111111,14.682098765432102,18.0,0.0,1,19,0.0
75,Il en va de même avec la raison et la pensée ; ce n'est que parce qu'elle dure pour dépasser et permanente la pensée et la raison que l'idéologie du progrès peut envisager une construction infinie de l'homme vers la fin de la violence.,8,8.0,50,4.3076923076923075,54.13609467455622,52.0,0.0,1,53,0.0
76,"Or pensée et raison cheminent aussi par rencontres, avec des obstacles stimulants, des problèmes invitant résolution, etc.",5,5.0,16,2.95,11.3475,20.0,0.0,1,21,0.0
77,"Cela invite également à reconnaître que tout n'est pas pensé, c'est-à-dire qu'il y a aussi du pulsionnel, de l'émotionnel, rendant impossible la pureté dont se revendique une idéologie du progrès.",13,13.0,44,3.7777777777777777,41.72839506172839,45.0,0.0,1,46,0.0
78,"Comment alors tirer les enseignements de ce qui précède pour constituer la violence en problème politique en la sortant d'une nature humaine qui toujours devrait être dépassée, et comme supprimée dans ce dépassement ?",10,10.0,34,3.0555555555555554,29.71913580246913,36.0,0.0,1,37,0.0
79,"Une première solution est présentée dans la philosophie de l'histoire de Benjamin (Thèses sur le concept d'Histoire), elle consiste avant tout en une politique mémorielle.",7,7.0,28,3.5,31.3125,32.0,0.0,1,33,0.0
80,"Prenant acte de la conception impérialiste de l'Histoire qui a dominé l'occident, Benjamin encourage la création d'une Histoire (ou d'une historiographie) soutenue, qui ne serait plus celle écrite par les vainqueurs des guerres mais celle écrite par les vaincus.",8,8.0,33,4.0588235294117645,30.604382929642448,51.0,0.0,1,52,0.0
81,C'est une telle ambition que Benjamin reconnaît au mouvement surréaliste dans Le Surréalisme.,5,5.0,10,2.8,5.2266666666666675,15.0,0.0,1,16,0.0
82,Le dernier instantané de l'intelligentsia européenne (1929).,3,3.0,9,3.5454545454545454,8.429752066115702,11.0,0.0,1,12,0.0
83,"En effet le surréalisme rentre dans la conceptualisation benjaminienne du messianisme historique comme celui des opprimés, car il prend parti pour les courants perdants dans l'Histoire : le fouriérisme perdant face au marxisme, la sorcellerie et le mysticisme perdants face à l'Église, l'anarchisme perdant face au communisme (notamment dans la guerre civile espagnole de 1936-1939), et bien sûr la cause des fous (universellement perdants contre la raison et surtout le positivisme) que le surréalisme reprend dans le projet d'écriture automatique (l'automatisme étant au XIXe s' et au début du XXe siècles considéré comme le symptôme majeur de la folie, comme on le constate dans le Manuel de psychiatrie de Rogues de Fursac), considéré comme foyer principal de créativité artistique.",9,9.0,140,9.17361111111111,278.5462480709877,144.0,0.0,1,145,0.0
84,"Ainsi, il s'agit de conserver la mémoire vivante des opprimés, à l'encontre du récit officiel qui s'inscrit dans une historiographie de la domination.",7,7.0,26,3.161290322580645,21.74817898022893,31.0,0.0,1,32,0.0
85,Cela correspond à un mouvement commémoratif qui restaure une identité perdue et réintroduit de la cyclicité dans la temporalité linéaire de la civilisation occidentale.,8,8.0,23,2.7916666666666665,19.248263888888886,24.0,0.0,1,25,0.0
86,"En conclusion, il apparaît que la violence est par nature un problème temporel et donc historique.",5,5.0,13,3.235294117647059,10.53287197231834,17.0,0.0,1,18,0.0
87,"De même, il apparaît qu'il ne faut plus comprendre ""violence et histoire"" comme deux concepts artificiellement reliés, mais comme coïncidant simultanément l'un dans l'autre.",8,8.0,30,3.088235294117647,24.551038062283737,34.0,0.0,1,35,0.0
88,"Il ne saurait y avoir de progression de la violence vers une Histoire sans violence (ou une paix perpétuelle), mais une intégration de la violence au sein de cycles qui en permettent la gestion et l'encadrement, que ces cycles soient sous forme de jeux, de rites ou de commémorations.",11,11.0,54,3.8392857142857144,55.67059948979592,56.0,0.0,1,57,0.0
89,Tout l'enjeu pour la civilisation occidentale étant de se déprendre d'une conception linéaire du temps en politique et dans la culture en général.,5,5.0,16,2.888888888888889,9.50617283950617,27.0,0.0,1,28,0.0
90,"Dans le langage ordinaire, on dit parfois d'une personne qu'elle maîtrise un art ou une technique ""à la perfection"".",6,6.0,20,3.0,14.538461538461538,26.0,0.0,1,27,0.0
91,"Il semble qu'on emploie alors ""perfection"" comme superlatif : cette personne étant ""la meilleure"" dans son art.",6,6.0,22,3.4782608695652173,18.771266540642717,23.0,0.0,1,24,0.0
92,"La perfection apparaît alors comme le bien le plus haut, un summum bonum placé au sommet d'une gradation.",6,6.0,19,3.0476190476190474,16.616780045351476,21.0,0.0,1,22,0.0
93,"Cependant, il arrive bien souvent de dire ""c'est parfait"" pour exprimer un simple contentement.",6,6.0,16,2.9473684210526314,10.891966759002768,19.0,0.0,1,20,0.0
94,"Dans l'expérience, nous ne rencontrons jamais ""la"" perfection comme maximum mais, sans doute par analogie, nous qualifions de ""parfaits"" des biens qui s'en approchent.",5,5.0,28,3.8285714285714287,26.027755102040814,35.0,0.0,1,36,0.0
95,Ainsi la perfection n'est pas une qualité perçue empiriquement mais bien plutôt une idée proprement intellectuelle.,4,4.0,10,3.3333333333333335,7.444444444444443,18.0,0.0,1,19,0.0
96,"Seulement, quel est alors le fondement et l'origine de l'idée de perfection ?",5,5.0,11,3.0,5.882352941176471,17.0,0.0,1,18,0.0
97,De deux choses l'une.,3,3.0,4,2.1666666666666665,1.1388888888888888,6.0,0.0,1,7,0.0
98,Ou bien l'idée de perfection dérive de l'expérience et est comme abstraite d'exemples concrets.,4,4.0,13,3.05,8.747499999999999,20.0,0.0,1,21,0.0
99,Ou bien l'idée de perfection est seulement découverte en nous.,4,4.0,9,2.5,5.083333333333333,12.0,0.0,1,13,0.0
100,"Si, comme évoqué, la perfection, en tant que telle, ne se réalise jamais dans le monde empiriquement vécu, elle ne saurait en être extraite.",5,5.0,22,4.586206896551724,32.93222354340072,29.0,0.0,1,30,0.0
101,"Mais l'autre terme de l'alternative est, lui aussi, confronté à de lourds problèmes : parce qu'elle ne porte en elle aucun contenu, la perfection ainsi entendue serait davantage une ""forme"" qu'une idée.",5,5.0,31,4.2444444444444445,33.02913580246914,45.0,0.0,1,46,0.0
102,"Poser le problème de l'origine de l'idée de perfection c'est, alors, demander quelle est la faculté à l'œuvre lorsqu'elle se donne à l'esprit.",7,7.0,19,3.5945945945945947,15.376186997808617,37.0,0.0,1,38,0.0
103,"Réduire l'idée de perfection à sa pure forme superlative c'est, semble-t-il, lui assigner la raison ou l'entendement pour origine.",5,5.0,31,5.161290322580645,41.87721123829345,31.0,0.0,1,32,0.0
104,"Mais une telle réduction ne rend pas compte de l'expérience subjective de l'idée de ""perfection"", accompagnée, semble-t-il d'un sentiment esthétique qui porte en lui une charge affective.",8,8.0,36,3.3902439024390243,31.262343842950624,41.0,0.0,1,42,0.0
105,"N'y a t-il pas, dans l'expérience esthétique de certaines œuvres d'art, un accès à l'idée de perfection ?",5,5.0,26,4.0,29.79310344827586,29.0,0.0,1,30,0.0
106,Peut-on penser l'idée de perfection dans toute sa force (c'est-à-dire ne pas rabattre sa signification à un simple contentement d'un bien) sans la dépouiller de tout contenu ?,7,7.0,41,4.829268292682927,62.48304580606782,41.0,0.0,1,42,0.0
107,"Dans un premier moment nous soutiendrons l'universalité, la fixité, l'immuabilité et l'inscription dans tout être humain, de l'idée de perfection.",7,7.0,26,3.225806451612903,20.6264308012487,31.0,0.0,1,32,0.0
108,"Seulement, une telle conception semblera se heurter à la diversité, notamment historique, de l'idée de perfection.",6,6.0,16,2.9523809523809526,11.283446712018142,21.0,0.0,1,22,0.0
109,Dans un second moment il semblera nécessaire de s'arracher radicalement de cette idée pour éviter l'uniformisation et la légitimation des inégalités qu'elle engendre.,9,9.0,24,2.896551724137931,17.403091557669438,29.0,0.0,1,30,0.0
110,"Enfin, dans un dernier moment, nous tenterons de repenser l'idée de perfection de manière ouverte, et comme condition du futur.",7,7.0,17,2.92,10.793600000000001,25.0,0.0,1,26,0.0
111,"Dans un premier moment, l'idée de perfection apparaîtra comme idée la plus haute et comme ne faisant qu'une avec ce qui est souverainement vrai, beau et bon.",8,8.0,23,2.878787878787879,14.894398530762167,33.0,0.0,1,34,0.0
112,"Le concept de ""perfection"" semble conjuguer la dimension morale avec la dimension épistémologique.",4,4.0,9,2.6666666666666665,5.28888888888889,15.0,0.0,1,16,0.0
113,"Ces deux sens semblent pourtant prima facie assez hétérogènes l'un à l'autre : dans la première on dira d'un Homme qu'il agit de manière ""moralement parfaite"" par exemple, tandis que dans le seconde, on dira, par exemple, que le cercle est une figure ""plus parfaite"" que l'ovale.",7,7.0,62,4.2615384615384615,67.73159763313608,65.0,0.0,1,66,0.0
114,"Comment tenir qu'une telle variété des usages dépend d'une même ""idée de perfection"" ?",5,5.0,18,4.7368421052631575,23.77285318559557,19.0,0.0,1,20,0.0
